az,el,[0],[7],[8],[12],[14],[16],[23],[24]
-0.5,0.0,"0.4544791579246521,0.4077566862106323,-0.3114925026893616","0.4972509443759918,0.3757818341255188,-0.09089800715446472","0.4093167781829834,0.38416048884391785,-0.14403890073299408","0.381345272064209,0.5494614839553833,-0.22404024004936218","0.5247224569320679,0.592397928237915,-0.5299890637397766","0.7116800546646118,0.4248100817203522,-0.7690271735191345","0.5248861312866211,1.1486988067626953,0.057951122522354126","0.40062370896339417,1.076546311378479,-0.05835496261715889"
-0.5,0.0,"0.45402592420578003,0.4066320061683655,-0.33265987038612366","0.49718794226646423,0.3753635883331299,-0.10728088766336441","0.40923744440078735,0.38388293981552124,-0.14977310597896576","0.3813133239746094,0.548634946346283,-0.23370687663555145","0.5236265659332275,0.5921561121940613,-0.5554029941558838","0.7112419009208679,0.4223603904247284,-0.8091362118721008","0.525201141834259,1.1281583309173584,0.05507458373904228","0.4009447991847992,1.0362006425857544,-0.055476464331150055"
-0.5,0.0,"0.453524649143219,0.4065808057785034,-0.3685626685619354","0.49701356887817383,0.3753809630870819,-0.1234578937292099","0.40923571586608887,0.3840961456298828,-0.156911239027977","0.3837943971157074,0.5511925220489502,-0.23702208697795868","0.523407518863678,0.5907514095306396,-0.5571812391281128","0.711980938911438,0.42823413014411926,-0.8109349012374878","0.5205124616622925,1.1422566175460815,0.05049937963485718","0.39132702350616455,1.1124027967453003,-0.05090368911623955"
-0.5,0.0,"0.45316171646118164,0.40640732645988464,-0.3253706097602844","0.49701085686683655,0.3753677010536194,-0.08363235741853714","0.4092305600643158,0.3845806121826172,-0.13258084654808044","0.38369569182395935,0.5508941411972046,-0.2053246796131134","0.521335244178772,0.594169557094574,-0.5456574559211731","0.7123004198074341,0.43268927931785583,-0.8124502897262573","0.5199607610702515,1.152292013168335,0.05039391666650772","0.38823506236076355,1.132623553276062,-0.050795577466487885"
-0.5,0.0,"0.45338553190231323,0.40615925192832947,-0.3215181529521942","0.4971652925014496,0.3755408823490143,-0.07033820450305939","0.40973058342933655,0.38499170541763306,-0.14108671247959137","0.3838132917881012,0.5508802533149719,-0.21388038992881775","0.5214758515357971,0.5942448377609253,-0.5246697664260864","0.7145998477935791,0.4671742022037506,-0.7862271666526794","0.5191145539283752,1.150620698928833,0.055984336882829666","0.38638803362846375,1.1264644861221313,-0.05635209009051323"
-0.5,0.0,"0.4537516236305237,0.40587514638900757,-0.3832317888736725","0.4972873330116272,0.3755369484424591,-0.1314534842967987","0.41021379828453064,0.38499587774276733,-0.21067407727241516","0.3840235769748688,0.5508697032928467,-0.2796020209789276","0.5195547938346863,0.5944443345069885,-0.6175609827041626","0.7156652808189392,0.5012524127960205,-0.8834916949272156","0.5182456970214844,1.136281132698059,0.06121139973402023","0.39214226603507996,1.0611555576324463,-0.06163664907217026"
-0.5,0.0,"0.4537633955478668,0.40460824966430664,-0.4036732614040375","0.4975082278251648,0.37536126375198364,-0.1588604748249054","0.4106099009513855,0.3851443827152252,-0.22341640293598175","0.3839856684207916,0.5516641736030579,-0.27945417165756226","0.5160681009292603,0.5946632623672485,-0.6216908693313599","0.7182148694992065,0.5420615673065186,-0.9000574946403503","0.515823483467102,1.1391220092773438,0.059685587882995605","0.3935689330101013,1.0563651323318481,-0.06018761545419693"
-0.5,0.0,"0.45456546545028687,0.40269577503204346,-0.3946252465248108","0.4979611933231354,0.37529420852661133,-0.14574673771858215","0.4107801020145416,0.3848995268344879,-0.22043323516845703","0.38364699482917786,0.5505545139312744,-0.2723405063152313","0.5157768726348877,0.5960251092910767,-0.6080020070075989","0.7183336019515991,0.5810588598251343,-0.8857957124710083","0.5154920220375061,1.1395357847213745,0.05962821841239929","0.3957342803478241,1.0526903867721558,-0.060137830674648285"
-0.5,0.0,"0.4546215534210205,0.4014729857444763,-0.3796207308769226","0.4981510043144226,0.3750254213809967,-0.12563864886760712","0.41132068634033203,0.38332870602607727,-0.1841115951538086","0.3834642171859741,0.5495405197143555,-0.2207379788160324","0.515144944190979,0.6000004410743713,-0.5751863718032837","0.7147632837295532,0.6074804067611694,-0.8843304514884949","0.5154910683631897,1.1329450607299805,0.04767094925045967","0.3977048695087433,1.0445245504379272,-0.04811229556798935"
-0.5,0.0,"0.45410770177841187,0.40050947666168213,-0.37749865651130676","0.4981539249420166,0.3741554617881775,-0.12563367187976837","0.4114777147769928,0.3821745216846466,-0.17291882634162903","0.3826513886451721,0.5484074354171753,-0.2093324214220047","0.5144860744476318,0.604857325553894,-0.5743807554244995","0.7125407457351685,0.6109036207199097,-0.9059346318244934","0.5172806978225708,1.133597731590271,0.042734332382678986","0.3991474509239197,1.0458334684371948,-0.043179161846637726"
-0.5,0.0,"0.45317310094833374,0.4005764424800873,-0.4876718521118164","0.49815550446510315,0.37424156069755554,-0.2538292706012726","0.4114719033241272,0.3821478486061096,-0.2820449471473694","0.38312050700187683,0.5476889610290527,-0.28944504261016846","0.5104401707649231,0.6050311923027039,-0.6395174264907837","0.7117525339126587,0.5898669958114624,-0.9704567790031433","0.5140935182571411,1.148419737815857,0.03127868101000786","0.39194220304489136,1.1155608892440796,-0.0317496694624424"
-0.5,0.0,"0.45171651244163513,0.4014088213443756,-0.468364953994751","0.49774089455604553,0.37515175342559814,-0.22819609940052032","0.4113498330116272,0.3826439380645752,-0.2639634311199188","0.3833469748497009,0.549211859703064,-0.2883564829826355","0.5090809464454651,0.6047490239143372,-0.6292089819908142","0.7086175680160522,0.5490233302116394,-0.9361962080001831","0.512691855430603,1.1483802795410156,0.03229006379842758","0.39253297448158264,1.0731143951416016,-0.0327773317694664"
-0.5,0.0,"0.45145225524902344,0.4021323621273041,-0.33625927567481995","0.49770408868789673,0.37505704164505005,-0.10594527423381805","0.4113175868988037,0.3839036226272583,-0.15821394324302673","0.38368338346481323,0.5514881014823914,-0.23015859723091125","0.5091220140457153,0.6031752824783325,-0.5596759915351868","0.7046655416488647,0.483670175075531,-0.8354089856147766","0.5138603448867798,1.1485261917114258,0.03857097402215004","0.3895304799079895,1.110691785812378,-0.03892989456653595"
-0.5,0.0,"0.4506177306175232,0.4031960070133209,-0.3531285226345062","0.4975724220275879,0.3750067353248596,-0.12428683042526245","0.411315381526947,0.3847852945327759,-0.16914771497249603","0.3838108479976654,0.5533620119094849,-0.2256418913602829","0.5064394474029541,0.5945670008659363,-0.5292029976844788","0.6991205215454102,0.440581738948822,-0.8034083247184753","0.516232967376709,1.1513582468032837,0.031363677233457565","0.3897686302661896,1.1230889558792114,-0.031777527183294296"
-0.5,0.0,"0.45047932863235474,0.40387919545173645,-0.28058096766471863","0.49755579233169556,0.3751782774925232,-0.08750766515731812","0.41130775213241577,0.3848089873790741,-0.11550489813089371","0.3837631046772003,0.5484597086906433,-0.18624433875083923","0.5036749839782715,0.580574631690979,-0.5188008546829224","0.6974273324012756,0.41881129145622253,-0.7893336415290833","0.5161512494087219,1.1306761503219604,0.032121531665325165","0.39009183645248413,1.037300705909729,-0.03253988176584244"
-0.5,0.0,"0.4497227072715759,0.40417638421058655,-0.3474165201187134","0.49747800827026367,0.3750673532485962,-0.17661817371845245","0.4112864136695862,0.3846384584903717,-0.1822604387998581","0.38374656438827515,0.5477533340454102,-0.2273532599210739","0.4921087324619293,0.5803390741348267,-0.5385358333587646","0.6974550485610962,0.41636747121810913,-0.8058328628540039","0.5143221020698547,1.131770133972168,0.022062871605157852","0.39003658294677734,1.025972843170166,-0.022549446672201157"
-0.25,0.0,"0.4596424996852875,0.29873111844062805,-0.23497791588306427","0.5195241570472717,0.2898707091808319,0.008148322813212872","0.4146044850349426,0.2807009518146515,-0.038943685591220856","0.3782441020011902,0.5479834675788879,-0.11566044390201569","0.46628493070602417,0.5840998291969299,-0.4812600016593933","0.7128850221633911,0.4215792417526245,-0.7576519250869751","0.5516870617866516,1.1268492937088013,0.024436192587018013","0.39761775732040405,1.0689712762832642,-0.024926992133259773"
-0.25,0.0,"0.46642541885375977,0.2773955166339874,-0.18493667244911194","0.5257285237312317,0.2666960060596466,0.04298374801874161","0.4162408709526062,0.2597748041152954,-0.018136041238904","0.36890748143196106,0.5213780999183655,-0.0942479595541954","0.43311625719070435,0.5953894853591919,-0.4240390658378601","0.7142201662063599,0.4253702759742737,-0.6553575396537781","0.5530964136123657,1.1129499673843384,0.034741513431072235","0.39879000186920166,1.071793794631958,-0.03525209799408913"
-0.25,0.0,"0.46851062774658203,0.2736351490020752,-0.11693578958511353","0.5312049388885498,0.27296656370162964,0.15440188348293304","0.4166290760040283,0.2626526951789856,0.08467931300401688","0.36792099475860596,0.5216366052627563,-0.01502427738159895","0.42801299691200256,0.5993080735206604,-0.3857365548610687","0.7134889364242554,0.42495444416999817,-0.6719521284103394","0.5660676956176758,1.111825704574585,0.04783163219690323","0.40147528052330017,1.0864816904067993,-0.04842427745461464"
-0.25,0.0,"0.4684506952762604,0.27535000443458557,-0.1408054530620575","0.5301304459571838,0.2669290006160736,0.13528141379356384","0.41656914353370667,0.25958380103111267,0.06210377812385559","0.36584848165512085,0.522253692150116,-0.02887403964996338","0.42970505356788635,0.5991186499595642,-0.4101729989051819","0.7130199074745178,0.41762053966522217,-0.7137662172317505","0.5656029582023621,1.1137086153030396,0.05085350200533867","0.4019089341163635,1.0942028760910034,-0.05142741650342941"
-0.25,0.0,"0.4678339958190918,0.2747664749622345,-0.1957307606935501","0.5282591581344604,0.2640767991542816,0.06506559252738953","0.4157343804836273,0.25533759593963623,-0.0023876335471868515","0.3625299036502838,0.51401686668396,-0.07767301797866821","0.4218498170375824,0.6003907918930054,-0.4407322406768799","0.7127513289451599,0.41224047541618347,-0.7219899296760559","0.5642951726913452,1.105351209640503,0.05240295082330704","0.4027637541294098,1.0956745147705078,-0.05290740728378296"
-0.25,0.0,"0.46729421615600586,0.27060648798942566,-0.21221201121807098","0.5266596078872681,0.2594795525074005,0.03766055032610893","0.415058434009552,0.2562108337879181,-0.022547319531440735","0.3629606366157532,0.5044758915901184,-0.09024743735790253","0.41949447989463806,0.5968241095542908,-0.451709508895874","0.7093918323516846,0.40617260336875916,-0.7345762848854065","0.5605359673500061,1.1059201955795288,0.04788000136613846","0.4019502103328705,1.089918851852417,-0.048356056213378906"
-0.25,0.0,"0.46687740087509155,0.27456799149513245,-0.46887198090553284","0.5256017446517944,0.26183202862739563,-0.20970162749290466","0.4146295487880707,0.2598971724510193,-0.27145516872406006","0.362165629863739,0.5056530833244324,-0.31199249625205994","0.42064347863197327,0.5798686146736145,-0.6570895910263062","0.7139962911605835,0.37372782826423645,-0.876911461353302","0.5475961565971375,1.1513844728469849,0.04684039577841759","0.3970651924610138,1.0871747732162476,-0.04733362793922424"
-0.25,0.0,"0.46662530303001404,0.28081318736076355,-0.44698065519332886","0.5240234136581421,0.26796644926071167,-0.19169709086418152","0.41469302773475647,0.2662358283996582,-0.23283803462982178","0.36764591932296753,0.5076125860214233,-0.2922700345516205","0.430864155292511,0.5381278395652771,-0.6248031854629517","0.7137762308120728,0.32569313049316406,-0.8372060656547546","0.549613356590271,1.1914541721343994,0.04674428328871727","0.39843976497650146,1.091317892074585,-0.047223564237356186"
-0.25,0.0,"0.4664231240749359,0.2870398759841919,-0.4015573561191559","0.5231751203536987,0.27699968218803406,-0.14205694198608398","0.416050523519516,0.27748075127601624,-0.1859169751405716","0.36768046021461487,0.5141863822937012,-0.2572483420372009","0.4315436780452728,0.5183568596839905,-0.6079745292663574","0.6909567713737488,0.2864034175872803,-0.874537467956543","0.5492383241653442,1.1886608600616455,0.046740155667066574","0.39387860894203186,1.144931674003601,-0.04723078012466431"
-0.25,0.0,"0.46625739336013794,0.3106125593185425,-0.3916211724281311","0.5227776169776917,0.30538681149482727,-0.16649377346038818","0.4196653366088867,0.3045582175254822,-0.21255436539649963","0.37017950415611267,0.5296260118484497,-0.3023848831653595","0.4335208535194397,0.49875780940055847,-0.6566329598426819","0.6781873106956482,0.24968689680099487,-0.9023923873901367","0.5440914630889893,1.2093982696533203,0.04800299555063248","0.3881514072418213,1.184094786643982,-0.04855428263545036"
-0.25,0.0,"0.46703726053237915,0.3486858904361725,-0.37360256910324097","0.5172685980796814,0.34614598751068115,-0.1580885350704193","0.4214237332344055,0.3482063114643097,-0.21755985915660858","0.3719239830970764,0.5437408685684204,-0.3009832501411438","0.4405246675014496,0.4921882152557373,-0.6423970460891724","0.6701996922492981,0.25401008129119873,-0.8927625417709351","0.5367822647094727,1.2005044221878052,0.05531231686472893","0.3855763077735901,1.1784971952438354,-0.055804841220378876"
-0.25,0.0,"0.4645155370235443,0.3613029420375824,-0.37087303400039673","0.5103411078453064,0.3566981554031372,-0.14043360948562622","0.4212492108345032,0.36524340510368347,-0.19559749960899353","0.37326574325561523,0.5671529769897461,-0.29623085260391235","0.44111424684524536,0.4999527037143707,-0.6699730157852173","0.6736029386520386,0.2825280427932739,-0.9602890014648438","0.5364459753036499,1.1967765092849731,0.058516718447208405","0.3834458291530609,1.174685001373291,-0.05896986648440361"
-0.25,0.0,"0.4633946418762207,0.39675047993659973,-0.2712927460670471","0.5074876546859741,0.3808897137641907,-0.010774238035082817","0.4212154746055603,0.3915922939777374,-0.10245664417743683","0.3804273009300232,0.5833821296691895,-0.21445710957050323","0.4417882561683655,0.5591796636581421,-0.5718464851379395","0.6723951101303101,0.3722723126411438,-0.9324356913566589","0.5337109565734863,1.200302004814148,0.06602123379707336","0.37983831763267517,1.1814866065979004,-0.06646746397018433"
-0.25,0.0,"0.4631829261779785,0.40905919671058655,-0.27610331773757935","0.5060088038444519,0.3907530903816223,-0.04985203593969345","0.42002853751182556,0.4027301073074341,-0.11725328862667084","0.38203924894332886,0.5884371399879456,-0.21810469031333923","0.44929537177085876,0.6047109961509705,-0.5724943280220032","0.6737239956855774,0.4503297507762909,-0.9025174975395203","0.5246466398239136,1.19938325881958,0.0657438188791275","0.3781587779521942,1.175008773803711,-0.06620822101831436"
-0.25,0.0,"0.4631148874759674,0.4134024679660797,-0.36467236280441284","0.5043162107467651,0.3917894959449768,-0.15792839229106903","0.4192560315132141,0.40344560146331787,-0.2210996150970459","0.381841242313385,0.5882247090339661,-0.27632611989974976","0.4485957622528076,0.6255159378051758,-0.6587202548980713","0.6688874363899231,0.5111385583877563,-0.9702459573745728","0.518254280090332,1.18003511428833,0.06315579265356064","0.38453829288482666,1.0847110748291016,-0.06360751390457153"
-0.25,0.0,"0.4625668525695801,0.41480499505996704,-0.5295737981796265","0.501958966255188,0.3929833173751831,-0.3143247067928314","0.41715580224990845,0.39944136142730713,-0.3684561252593994","0.37853914499282837,0.5849759578704834,-0.3808971643447876","0.4463459849357605,0.6384850144386292,-0.7637361288070679","0.6697999238967896,0.5357574224472046,-1.0964229106903076","0.5092127919197083,1.0921554565429688,0.05746302008628845","0.38615864515304565,1.0479116439819336,-0.05785900354385376"
